Business_ID,Business_Name,Category,Area,Rating,Reviews,Price_Range,Delivery_Time_Minutes,Monthly_Online_Orders,Date_Added,Monthly_Customers,Avg_Order_Value,Monthly_Sales,Delivery_Rating,Is_Active,Staff_Count
BIZ3052,Kalyani Bakery,Grocery,Wakad,2.7,1387,High,,,03-01-2024,6152,536,0,,Yes,13
BIZ3053,Durga Auto Repair,Cafe,Aundh,4.8,197,Medium,,,27-10-2023,2732,415,0,,No,10
BIZ3054,GlowUp Grocery,Cafe,Baner,4.3,1041,High,32,,22-03-2023,7659,615,0,3.8,Yes,6
BIZ3055,Kalyani Electronics,Restaurant,Camp,4.5,422,Medium,,,28-03-2024,4704,444,0,,Yes,21
BIZ3056,ChaiVilla Auto Repair,Grocery,Magarpatta,4.7,1440,Medium,25,,26-05-2024,7275,498,0,3.2,No,23
BIZ3057,FreshMart Bakery,Grocery,Hinjewadi,2.8,439,Low,30,1421,01-08-2023,6885,299,424879,2,No,14
BIZ3058,SmartBuy Salon,Restaurant,Shivaji Nagar,4.5,434,Low,45,1896,27-12-2024,2381,313,593448,4.6,No,7
BIZ3059,BakersPoint Electronics,Salon,Viman Nagar,4.3,679,High,,1542,15-01-2024,2608,578,891276,,No,24
BIZ3060,FreshMart Grocery,Clothing,Camp,4.7,1071,Low,,,02-03-2024,5257,368,0,,Yes,5
BIZ3061,FreshMart Bakery,Bakery,Aundh,3,1112,High,59,,23-07-2023,4009,726,0,2.1,Yes,16
BIZ3062,Tandoor Trails Cafe,Bakery,Swargate,3.3,630,Low,20,715,09-04-2023,2406,724,517660,2.1,No,8
BIZ3063,GlowUp Grocery,Clothing,Camp,2.6,289,High,45,,05-01-2023,5532,493,0,4.1,Yes,23
BIZ3064,GlowUp Auto Repair,Bakery,Kharadi,4.9,762,Medium,,124,14-08-2024,4668,180,22320,,No,23
BIZ3065,GlowUp Auto Repair,Cafe,Koregaon Park,4.2,1034,Medium,57,,18-09-2023,1631,554,0,3.7,Yes,6
BIZ3066,Tandoor Trails Salon,Salon,Swargate,4.3,1173,Medium,41,1359,11-03-2023,4802,304,413136,2.9,Yes,8
BIZ3067,Tandoor Trails Grocery,Grocery,Hadapsar,2.9,1146,Low,,677,21-06-2023,2401,521,352717,,No,23
BIZ3068,Durga Clothing,Cafe,Kharadi,3.5,1142,High,40,1712,14-10-2023,3184,181,309872,4.1,No,12
BIZ3069,FreshMart Restaurant,Clothing,Nigdi,3.5,376,Low,,799,21-09-2024,1112,531,424269,,Yes,2
BIZ3070,BakersPoint Electronics,Bakery,Wakad,4.7,500,High,,1989,04-10-2024,7718,571,1135719,,No,19
BIZ3071,FixIt Salon,Grocery,Magarpatta,3.3,769,Low,59,1865,14-02-2023,8848,255,475575,3.7,Yes,8
BIZ3072,ChaiVilla Auto Repair,Restaurant,Deccan,4.8,650,Medium,60,,04-01-2024,7436,740,0,2.9,No,24
BIZ3073,FixIt Grocery,Electronics,Camp,4.5,932,Medium,,806,30-06-2024,5322,788,635128,,No,7
BIZ3074,SpiceHub Bakery,Electronics,Camp,3.3,337,Low,,552,20-06-2024,5263,322,177744,,Yes,22
BIZ3075,SmartBuy Bakery,Restaurant,Bibwewadi,3.6,1482,Medium,36,1172,16-08-2023,8864,204,239088,4.8,Yes,3
BIZ3076,Durga Cafe,Electronics,Karve Nagar,2.7,814,Medium,,1828,09-04-2024,7347,585,1069380,,No,10
BIZ3077,Kalyani Auto Repair,Restaurant,Karve Nagar,4.4,890,Low,,693,21-05-2023,6650,412,285516,,Yes,13
BIZ3078,FixIt Bakery,Bakery,Baner,2.9,465,High,,,16-08-2023,3056,744,0,,Yes,19
BIZ3079,Kalyani Auto Repair,Restaurant,Hinjewadi,3.5,997,Medium,,1277,01-10-2023,8371,729,930933,,Yes,22
BIZ3080,Durga Clothing,Auto Repair,Nigdi,4.2,783,Low,20,,14-03-2023,969,343,0,3.7,Yes,17
BIZ3081,FixIt Auto Repair,Bakery,Swargate,4.8,1054,Low,,1145,01-02-2024,8197,749,857605,,Yes,2
BIZ3082,FreshMart Auto Repair,Electronics,Pashan,4.4,466,Low,,1706,01-09-2023,3696,705,1202730,,Yes,25
BIZ3083,SpiceHub Restaurant,Salon,Hinjewadi,4.6,1104,High,,1289,25-01-2024,8571,790,1018310,,No,9
BIZ3084,FixIt Restaurant,Cafe,Aundh,4.8,437,Low,35,823,14-03-2024,7231,622,511906,3.5,No,3
BIZ3085,FixIt Restaurant,Restaurant,Hadapsar,3.2,1189,Medium,39,,30-03-2024,4044,614,0,2.7,No,21
BIZ3086,ChaiVilla Auto Repair,Salon,Magarpatta,4,849,Medium,,,30-07-2023,4603,404,0,,Yes,4
BIZ3087,Durga Grocery,Electronics,Kharadi,3.3,309,High,59,476,03-12-2024,5746,762,362712,3.2,Yes,18
BIZ3088,GlowUp Bakery,Bakery,Hadapsar,3.7,329,Medium,,304,13-07-2024,8980,500,152000,,Yes,14
BIZ3089,ChaiVilla Auto Repair,Salon,Karve Nagar,2.9,524,High,,926,14-10-2023,6349,397,367622,,Yes,19
BIZ3090,FixIt Clothing,Auto Repair,Aundh,4.4,108,Medium,59,1930,12-05-2023,6610,567,1094310,2.5,No,4
BIZ3091,Kalyani Cafe,Auto Repair,Hadapsar,2.8,282,Medium,31,1572,02-11-2024,4562,235,369420,4.5,Yes,24
BIZ3092,FixIt Bakery,Electronics,Hinjewadi,4.2,1008,High,,,23-08-2023,8833,788,0,,No,3
BIZ3093,SpiceHub Auto Repair,Cafe,Swargate,3.7,612,Low,,1834,04-03-2024,5260,750,1375500,,Yes,3
BIZ3094,GlowUp Restaurant,Bakery,Kothrud,3.5,287,High,,,23-11-2023,4353,684,0,,No,15
BIZ3095,Kalyani Cafe,Bakery,Aundh,2.8,738,High,,,14-11-2023,6704,564,0,,Yes,4
BIZ3096,FreshMart Clothing,Cafe,Camp,3,594,Medium,57,,09-12-2024,5891,347,0,2.9,Yes,25
BIZ3097,FreshMart Restaurant,Clothing,Karve Nagar,3.5,280,High,57,,26-08-2023,1475,774,0,2.8,Yes,16
BIZ3098,FixIt Grocery,Electronics,Deccan,3.5,48,High,43,127,12-02-2023,9626,252,32004,4.2,No,3
BIZ3099,FreshMart Grocery,Grocery,Wakad,4.8,1049,Medium,54,793,04-02-2024,3001,375,297375,2.8,Yes,22
BIZ3100,BakersPoint Bakery,Salon,Baner,3.5,1037,High,,266,30-12-2024,6138,227,60382,,No,25
BIZ3101,FreshMart Salon,Electronics,Sinhagad Road,4.2,272,Medium,58,1350,07-05-2023,1649,399,538650,2.5,Yes,4
BIZ3102,GlowUp Clothing,Cafe,Kharadi,3.5,726,High,44,,03-09-2024,3755,672,0,3.3,No,7
BIZ3103,SmartBuy Salon,Restaurant,Deccan,5,503,Medium,,,07-04-2024,6322,341,0,,Yes,12
BIZ3104,SpiceHub Restaurant,Electronics,Magarpatta,2.9,441,Medium,29,384,13-06-2024,8558,537,206208,2.9,Yes,22
BIZ3105,FreshMart Salon,Auto Repair,Sinhagad Road,4.9,376,Low,,,22-06-2023,1974,572,0,,No,22
BIZ3106,FreshMart Grocery,Auto Repair,Baner,4.7,527,High,,505,17-12-2023,3050,715,361075,,No,20
BIZ3107,BakersPoint Restaurant,Clothing,Wakad,3.8,820,High,,701,02-10-2023,9245,675,473175,,No,4
BIZ3108,FixIt Cafe,Salon,Kothrud,3.4,1012,Low,,613,15-08-2024,9333,414,253782,,Yes,16
BIZ3109,FreshMart Restaurant,Auto Repair,Shivaji Nagar,3.2,993,High,27,789,19-05-2023,143,635,501015,2.4,No,23
BIZ3110,FreshMart Grocery,Salon,Yerwada,3.9,165,Medium,26,,14-03-2024,5244,347,0,4.2,No,17
BIZ3111,BakersPoint Clothing,Grocery,Sinhagad Road,4.9,25,Medium,31,,23-07-2023,8793,427,0,4.2,Yes,11
BIZ3112,SpiceHub Cafe,Salon,Yerwada,3.4,1043,High,,230,09-09-2024,9229,680,156400,,No,24
BIZ3113,SmartBuy Salon,Clothing,Koregaon Park,3.4,218,Low,,1983,12-09-2024,9885,516,1023228,,Yes,21
BIZ3114,Durga Bakery,Restaurant,Swargate,4.6,977,Low,35,,25-10-2024,5499,737,0,4,Yes,21
BIZ3115,SpiceHub Cafe,Salon,Kothrud,3.8,1175,Low,59,789,29-03-2023,583,413,325857,3.6,No,24
BIZ3116,FixIt Cafe,Cafe,Baner,2.7,43,Medium,35,1701,13-03-2024,5022,623,1059723,4.9,No,16
BIZ3117,FreshMart Electronics,Bakery,Deccan,4.1,155,Low,,376,17-09-2024,7083,588,221088,,No,8
BIZ3118,FixIt Clothing,Cafe,Camp,4.3,707,Medium,,,26-10-2024,9278,762,0,,Yes,11
BIZ3119,Durga Auto Repair,Restaurant,Karve Nagar,3.9,589,High,25,,29-06-2024,4659,264,0,4.8,Yes,13
BIZ3120,FixIt Clothing,Cafe,Pashan,3.2,142,Medium,27,,12-07-2024,6771,185,0,4.2,No,20
BIZ3121,ChaiVilla Electronics,Auto Repair,Nigdi,4.6,893,Low,37,146,30-01-2023,4692,716,104536,3.8,Yes,9
BIZ3122,SpiceHub Auto Repair,Auto Repair,Sinhagad Road,3.7,245,High,,,22-10-2023,9497,365,0,,Yes,21
BIZ3123,Tandoor Trails Bakery,Bakery,Deccan,4.5,115,Medium,,1853,14-08-2024,109,554,1026562,,Yes,17
BIZ3124,Tandoor Trails Bakery,Electronics,Hinjewadi,4.4,882,Low,26,145,06-12-2024,5051,628,91060,3.1,Yes,11
BIZ3125,Kalyani Restaurant,Cafe,Camp,3.1,456,Low,,1877,27-03-2024,5927,701,1315777,,Yes,12
BIZ3126,BakersPoint Auto Repair,Salon,Pashan,3.9,484,Medium,,985,22-01-2023,9471,303,298455,,No,10
BIZ3127,Durga Auto Repair,Clothing,Hadapsar,2.5,21,Low,53,1029,26-09-2024,8307,653,671937,3.9,Yes,24
BIZ3128,ChaiVilla Salon,Bakery,Pashan,4.9,1339,High,,849,28-07-2023,5215,553,469497,,Yes,11
BIZ3129,ChaiVilla Salon,Grocery,Yerwada,3.8,853,High,,1336,26-09-2024,3886,528,705408,,No,22
BIZ3130,Durga Cafe,Restaurant,Aundh,3.2,928,Low,30,,28-11-2024,1675,603,0,2.1,Yes,7
BIZ3131,FreshMart Bakery,Electronics,Koregaon Park,3.9,938,High,37,,29-04-2023,450,324,0,4.1,No,17
BIZ3132,Durga Restaurant,Auto Repair,Baner,2.6,1451,High,56,1616,23-11-2023,3803,622,1005152,3.2,No,18
BIZ3133,Kalyani Cafe,Salon,Shivaji Nagar,5,378,Low,,1308,07-01-2024,4049,380,497040,,Yes,11
BIZ3134,ChaiVilla Bakery,Salon,Nigdi,3.6,829,Medium,40,,17-06-2023,731,294,0,4.3,No,22
BIZ3135,SmartBuy Grocery,Cafe,Shivaji Nagar,3.6,1274,High,50,,04-06-2024,3151,613,0,3.3,No,16
BIZ3136,ChaiVilla Grocery,Auto Repair,Yerwada,2.5,1500,Medium,,748,06-09-2023,7706,725,542300,,No,15
BIZ3137,ChaiVilla Salon,Salon,Aundh,4.3,983,Medium,31,,24-03-2024,7102,351,0,4.1,No,5
BIZ3138,ChaiVilla Cafe,Auto Repair,Koregaon Park,3.4,488,High,28,,16-01-2024,4715,190,0,2.5,Yes,9
BIZ3139,BakersPoint Electronics,Grocery,Kharadi,4.5,594,High,,,05-01-2023,8422,518,0,,Yes,21
BIZ3140,Durga Bakery,Restaurant,Koregaon Park,3.9,597,High,,,16-01-2023,1455,697,0,,No,6
BIZ3141,SpiceHub Cafe,Restaurant,Deccan,3.6,1350,Low,40,845,26-10-2024,8930,563,475735,2,Yes,8
BIZ3142,Durga Cafe,Restaurant,Nigdi,3.1,514,Low,41,1907,04-06-2023,2075,504,961128,3.9,No,18
BIZ3143,GlowUp Clothing,Restaurant,Nigdi,4.1,838,High,50,,19-06-2023,4911,296,0,2.2,No,5
BIZ3144,SmartBuy Grocery,Clothing,Karve Nagar,3.3,285,Low,,1626,09-01-2024,6448,749,1217874,,No,7
BIZ3145,FreshMart Salon,Electronics,Viman Nagar,4,122,Low,32,708,04-02-2023,290,687,486396,4.3,No,17
BIZ3146,Tandoor Trails Cafe,Grocery,Hadapsar,4.5,1043,High,,1565,17-03-2023,554,586,917090,,No,6
BIZ3147,SpiceHub Grocery,Bakery,Bibwewadi,4,231,Low,59,,30-05-2023,6527,489,0,3.6,Yes,18
BIZ3148,GlowUp Cafe,Restaurant,Bibwewadi,4.7,948,Medium,36,,30-01-2024,1405,416,0,2.4,No,14
BIZ3149,SmartBuy Electronics,Bakery,Yerwada,4.9,265,High,45,,12-03-2024,3239,189,0,2.9,No,15
BIZ3150,ChaiVilla Auto Repair,Restaurant,Shivaji Nagar,3,378,Low,,,02-01-2024,4994,659,0,,No,11
BIZ3151,BakersPoint Auto Repair,Cafe,Hinjewadi,3.1,237,Low,,,08-03-2023,8215,669,0,,Yes,21
BIZ3152,SmartBuy Clothing,Clothing,Nigdi,2.9,59,Low,,1955,22-12-2024,7237,643,1257065,,Yes,24
BIZ3153,ChaiVilla Electronics,Electronics,Yerwada,3.7,1473,High,23,,27-03-2023,497,649,0,2,Yes,16
BIZ3154,BakersPoint Electronics,Bakery,Camp,3.5,1295,High,53,127,19-05-2024,401,785,99695,2.9,No,14
BIZ3155,SmartBuy Grocery,Bakery,Kothrud,4.7,163,Low,23,1314,20-05-2024,6770,700,919800,4.2,Yes,11
BIZ3156,FixIt Auto Repair,Bakery,Shivaji Nagar,2.6,1403,High,29,272,18-06-2023,3552,574,156128,2.5,Yes,19
BIZ3157,BakersPoint Electronics,Restaurant,Hinjewadi,2.9,948,Medium,54,1377,04-08-2024,9043,260,358020,4,Yes,19
BIZ3158,Kalyani Electronics,Salon,Hinjewadi,2.6,937,Medium,,560,24-11-2023,9390,509,285040,,Yes,10
BIZ3159,FixIt Salon,Salon,Camp,3.4,896,Medium,,432,14-05-2023,4693,222,95904,,Yes,13
BIZ3160,Durga Clothing,Bakery,Magarpatta,3.1,435,Medium,50,,05-04-2024,2644,224,0,2.4,No,11
BIZ3161,Kalyani Salon,Electronics,Hinjewadi,4.7,107,Low,42,,04-01-2024,8564,164,0,3.1,No,20
BIZ3162,ChaiVilla Bakery,Electronics,Pashan,2.8,510,Medium,,,19-12-2023,2518,691,0,,Yes,16
BIZ3163,Tandoor Trails Clothing,Cafe,Deccan,4.2,585,High,43,,22-02-2023,6477,766,0,3.1,No,10
BIZ3164,Durga Electronics,Salon,Baner,3.9,1426,Medium,,244,11-10-2023,7842,592,144448,,Yes,4
BIZ3165,FixIt Electronics,Electronics,Koregaon Park,3.7,1106,Low,,,29-06-2024,7094,290,0,,No,5
BIZ3166,FixIt Restaurant,Salon,Hinjewadi,2.6,662,Medium,,570,02-06-2023,8287,785,447450,,Yes,16
BIZ3167,GlowUp Grocery,Clothing,Kothrud,4.3,1439,High,51,,17-05-2023,1277,472,0,3.6,Yes,3
BIZ3168,ChaiVilla Salon,Salon,Koregaon Park,4.7,484,Low,39,,26-05-2024,8908,620,0,2.9,No,11
BIZ3169,Tandoor Trails Clothing,Clothing,Koregaon Park,3.4,915,Medium,,1857,09-01-2024,2236,306,568242,,Yes,16
BIZ3170,Kalyani Cafe,Clothing,Sinhagad Road,4.8,419,Medium,,1860,28-12-2024,3655,577,1073220,,Yes,12
BIZ3171,BakersPoint Auto Repair,Auto Repair,Viman Nagar,3.2,632,Low,,,16-10-2024,6473,764,0,,Yes,22
BIZ3172,Tandoor Trails Salon,Auto Repair,Wakad,3.1,1302,Low,,1325,17-03-2024,8430,720,954000,,Yes,7
BIZ3173,GlowUp Bakery,Cafe,Swargate,4.4,938,Medium,,,29-09-2023,8389,656,0,,Yes,14
BIZ3174,SmartBuy Clothing,Clothing,Kharadi,3.3,1012,Medium,,294,10-07-2024,2563,223,65562,,Yes,20
BIZ3175,SpiceHub Auto Repair,Grocery,Baner,4.7,1269,Medium,,1906,05-08-2023,575,675,1286550,,Yes,5
BIZ3176,SmartBuy Grocery,Electronics,Sinhagad Road,3.1,750,Medium,59,,22-02-2023,6494,637,0,4.4,Yes,4
BIZ3177,FreshMart Salon,Clothing,Kharadi,4.7,93,High,,1383,20-02-2024,7385,789,1091187,,No,18
BIZ3178,ChaiVilla Bakery,Grocery,Swargate,3.2,1177,Low,52,641,08-12-2023,2079,212,135892,3,No,24
BIZ3179,Tandoor Trails Salon,Clothing,Swargate,3.2,959,High,,823,04-10-2024,5884,591,486393,,Yes,4
BIZ3180,Tandoor Trails Restaurant,Clothing,Deccan,4.4,928,Low,,758,02-07-2024,4269,472,357776,,Yes,9
BIZ3181,FixIt Bakery,Electronics,Pashan,4.5,814,High,,,29-02-2024,7180,316,0,,Yes,22
BIZ3182,SmartBuy Electronics,Bakery,Sinhagad Road,4.1,1145,Medium,32,1899,27-09-2024,4767,308,584892,4.9,No,6
BIZ3183,Kalyani Cafe,Salon,Nigdi,2.8,865,Low,,,17-11-2024,154,360,0,,No,10
BIZ3184,GlowUp Bakery,Electronics,Koregaon Park,3.2,348,Medium,,,22-09-2024,7273,523,0,,No,21
BIZ3185,ChaiVilla Electronics,Salon,Pashan,3,1387,Medium,,,20-09-2024,1465,504,0,,Yes,16
BIZ3186,SmartBuy Restaurant,Restaurant,Koregaon Park,2.8,649,High,27,647,17-12-2023,7227,354,229038,3.3,Yes,11
BIZ3187,FixIt Clothing,Clothing,Viman Nagar,3.9,722,Medium,47,1668,02-08-2024,2211,497,828996,4.4,Yes,2
BIZ3188,Tandoor Trails Bakery,Cafe,Kharadi,3.2,970,Low,50,315,02-08-2023,1383,162,51030,4,Yes,16
BIZ3189,GlowUp Clothing,Salon,Hadapsar,4.5,1441,High,,439,01-08-2024,6792,557,244523,,Yes,9
BIZ3190,Durga Auto Repair,Electronics,Magarpatta,4.5,51,Low,48,1982,26-01-2024,6172,340,673880,3.5,No,22
BIZ3191,Durga Electronics,Restaurant,Kharadi,4.8,222,Low,,,31-01-2023,294,784,0,,Yes,2
BIZ3192,Tandoor Trails Electronics,Restaurant,Sinhagad Road,4.2,687,Medium,37,834,31-01-2024,7260,563,469542,4.8,No,19
BIZ3193,Durga Clothing,Restaurant,Kothrud,3.3,653,Low,42,1689,03-09-2023,6738,191,322599,2.2,Yes,2
BIZ3194,FixIt Auto Repair,Auto Repair,Camp,3.7,874,High,33,,09-11-2024,1676,580,0,4.4,No,8
BIZ3195,Durga Cafe,Grocery,Bibwewadi,4.2,1333,Medium,,,16-01-2023,8719,159,0,,Yes,6
BIZ3196,FixIt Cafe,Auto Repair,Sinhagad Road,3.2,1411,Medium,57,229,08-02-2024,8448,213,48777,3.7,Yes,18
BIZ3197,Kalyani Electronics,Electronics,Kharadi,3.5,877,High,34,,01-12-2024,4679,159,0,3,No,13
BIZ3198,Tandoor Trails Restaurant,Bakery,Camp,2.5,1237,Low,,,01-07-2024,6687,506,0,,Yes,10
BIZ3199,Durga Salon,Cafe,Hinjewadi,4.5,1090,High,29,,17-09-2023,2554,204,0,2.5,Yes,9
BIZ3200,FreshMart Electronics,Restaurant,Sinhagad Road,3.4,1077,Medium,57,1280,08-05-2023,7450,152,194560,4.7,Yes,24
BIZ3201,GlowUp Salon,Cafe,Bibwewadi,4,405,Low,,,14-04-2023,6273,598,0,,No,15
BIZ3202,BakersPoint Bakery,Auto Repair,Deccan,3.6,1414,Medium,,784,23-05-2023,673,276,216384,,No,17
BIZ3203,SpiceHub Salon,Cafe,Swargate,3.8,1174,Medium,,1099,24-01-2024,5860,216,237384,,No,8
BIZ3204,Tandoor Trails Auto Repair,Clothing,Karve Nagar,4.9,1097,Medium,,,03-05-2023,2299,585,0,,Yes,5
BIZ3205,BakersPoint Grocery,Clothing,Nigdi,4.6,1467,Medium,,,28-04-2024,8160,337,0,,No,25
BIZ3206,Durga Restaurant,Cafe,Baner,4,90,High,,1095,10-11-2023,7850,279,305505,,Yes,17
BIZ3207,Durga Salon,Salon,Karve Nagar,3.2,84,High,30,,19-07-2023,1583,429,0,4.1,No,21
BIZ3208,FreshMart Clothing,Auto Repair,Deccan,4.2,1480,High,24,,17-03-2023,5810,231,0,3.5,No,24
BIZ3209,ChaiVilla Auto Repair,Cafe,Magarpatta,2.6,214,Low,,,26-10-2023,1243,444,0,,Yes,10
BIZ3210,BakersPoint Auto Repair,Bakery,Magarpatta,2.8,449,High,,,13-05-2023,4682,199,0,,No,6
BIZ3211,ChaiVilla Electronics,Clothing,Baner,5,227,High,,,08-06-2023,6168,239,0,,Yes,10
BIZ3212,ChaiVilla Grocery,Salon,Pashan,2.6,869,Medium,,,13-11-2023,4566,256,0,,No,2
BIZ3213,Kalyani Grocery,Salon,Sinhagad Road,4.2,1254,High,32,,15-12-2024,5704,695,0,2.3,No,6
BIZ3214,SpiceHub Cafe,Salon,Kothrud,3.1,781,Low,49,,23-02-2023,4127,555,0,2.9,No,25
BIZ3215,Durga Restaurant,Electronics,Swargate,4.6,658,Medium,20,580,19-09-2023,8845,376,218080,2.7,No,16
BIZ3216,FixIt Salon,Cafe,Karve Nagar,2.9,643,Low,32,1101,22-08-2024,6998,779,857679,3,Yes,19
BIZ3217,FreshMart Bakery,Cafe,Yerwada,3.6,394,Low,37,469,13-07-2023,8001,719,337211,2.3,No,15
BIZ3218,BakersPoint Electronics,Electronics,Shivaji Nagar,4.6,1041,High,,,27-08-2023,9085,670,0,,No,24
BIZ3219,ChaiVilla Restaurant,Cafe,Karve Nagar,4.6,869,Medium,,,25-09-2024,6259,245,0,,No,23
BIZ3220,BakersPoint Restaurant,Salon,Sinhagad Road,3.4,206,Low,28,907,13-12-2024,1041,225,204075,3.9,No,12
BIZ3221,FixIt Auto Repair,Restaurant,Shivaji Nagar,3.4,252,High,30,571,08-06-2023,2797,217,123907,4.9,Yes,8
BIZ3222,FreshMart Clothing,Clothing,Viman Nagar,2.6,909,Low,,,26-04-2024,8420,719,0,,Yes,18
BIZ3223,SpiceHub Electronics,Electronics,Karve Nagar,3.6,1253,Low,,2000,21-05-2023,8180,352,704000,,Yes,6
BIZ3224,ChaiVilla Bakery,Electronics,Deccan,4.4,429,Medium,,793,06-11-2023,947,412,326716,,No,5
BIZ3225,GlowUp Bakery,Clothing,Baner,4,796,High,,,27-03-2023,6476,696,0,,Yes,14
BIZ3226,ChaiVilla Electronics,Bakery,Koregaon Park,5,300,High,46,1580,13-11-2024,4408,700,1106000,2.5,Yes,6
BIZ3227,FixIt Grocery,Clothing,Magarpatta,4.8,1285,Low,35,,18-09-2024,4050,335,0,3,Yes,15
BIZ3228,GlowUp Restaurant,Bakery,Bibwewadi,4.8,554,Low,46,768,01-04-2023,2502,345,264960,4.7,No,18
BIZ3229,FixIt Electronics,Grocery,Swargate,4,1084,Medium,27,883,24-12-2024,8771,419,369977,4.1,Yes,20
BIZ3230,GlowUp Auto Repair,Salon,Deccan,4.2,1305,High,,1163,14-08-2024,2450,519,603597,,Yes,10
BIZ3231,SmartBuy Bakery,Restaurant,Deccan,4.2,1306,Low,60,905,23-02-2024,9307,514,465170,2.3,No,23
BIZ3232,BakersPoint Auto Repair,Clothing,Hadapsar,4.4,333,Low,,,16-07-2023,5049,799,0,,Yes,5
BIZ3233,BakersPoint Bakery,Electronics,Deccan,3.3,575,Low,,,06-05-2023,124,244,0,,No,6
BIZ3234,FixIt Auto Repair,Bakery,Pashan,4.2,1469,Medium,48,157,04-05-2023,6337,539,84623,3.6,No,16
BIZ3235,Kalyani Salon,Bakery,Sinhagad Road,4.4,852,Low,55,1689,24-04-2023,672,320,540480,3.8,No,24
BIZ3236,Tandoor Trails Restaurant,Auto Repair,Wakad,2.7,1313,High,,477,15-08-2024,8314,664,316728,,Yes,24
BIZ3237,FreshMart Electronics,Electronics,Baner,3.1,131,Medium,50,707,04-03-2023,4155,463,327341,4.8,No,11
BIZ3238,FixIt Salon,Clothing,Shivaji Nagar,3.4,621,High,,1341,25-08-2024,4190,209,280269,,Yes,11
BIZ3239,Tandoor Trails Auto Repair,Grocery,Sinhagad Road,3.5,1051,High,60,1128,03-05-2023,7252,754,850512,4.5,Yes,18
BIZ3240,Durga Bakery,Bakery,Deccan,4.2,971,Low,,,04-07-2023,6938,581,0,,Yes,15
BIZ3241,SmartBuy Restaurant,Electronics,Magarpatta,4,1085,High,40,,17-05-2024,6216,259,0,4.6,No,16
BIZ3242,SmartBuy Cafe,Cafe,Aundh,2.6,231,High,,207,13-07-2024,5145,526,108882,,Yes,3
BIZ3243,FixIt Bakery,Restaurant,Bibwewadi,4.2,206,High,,1886,20-01-2024,8528,370,697820,,No,19
BIZ3244,FixIt Auto Repair,Grocery,Swargate,2.6,1339,High,27,,16-03-2023,4262,450,0,2.8,Yes,15
BIZ3245,SmartBuy Cafe,Restaurant,Magarpatta,4.1,104,Low,29,,02-07-2024,2210,660,0,4,Yes,20
BIZ3246,SmartBuy Auto Repair,Salon,Magarpatta,3.3,1435,Medium,43,,15-07-2024,5987,273,0,4.6,No,22
BIZ3247,FixIt Clothing,Salon,Sinhagad Road,2.8,477,Medium,49,1067,27-07-2023,1216,403,430001,3.6,No,23
BIZ3248,Kalyani Cafe,Restaurant,Swargate,4.2,767,Low,,190,07-04-2023,4937,166,31540,,No,17
BIZ3249,ChaiVilla Grocery,Auto Repair,Shivaji Nagar,4.8,965,Medium,48,,07-12-2024,3885,793,0,4.2,Yes,9
BIZ3250,SmartBuy Salon,Bakery,Nigdi,4.9,1435,Medium,,,25-05-2023,682,235,0,,Yes,7
BIZ3251,FixIt Restaurant,Bakery,Hadapsar,3.8,757,Medium,29,1924,18-11-2023,1380,605,1164020,4,Yes,10
BIZ3252,Tandoor Trails Bakery,Grocery,Sinhagad Road,2.7,223,Medium,,1326,09-06-2024,5273,313,415038,,No,22
BIZ3253,ChaiVilla Restaurant,Grocery,Koregaon Park,4.7,1155,Low,24,,21-07-2023,9656,741,0,4.9,Yes,19
BIZ3254,Durga Electronics,Clothing,Viman Nagar,3,24,High,42,1127,10-12-2023,6357,573,645771,2.7,Yes,21
BIZ3255,FreshMart Auto Repair,Salon,Pashan,2.6,910,Low,49,1680,08-05-2023,6476,478,803040,2.8,Yes,17
BIZ3256,GlowUp Bakery,Cafe,Pashan,3.2,1277,Medium,,1666,14-06-2023,946,453,754698,,No,2
BIZ3257,Kalyani Electronics,Grocery,Magarpatta,4.3,556,High,,1967,19-04-2023,3238,748,1471316,,Yes,3
BIZ3258,FreshMart Salon,Auto Repair,Aundh,4.9,987,Low,,1217,21-04-2024,2735,241,293297,,Yes,4
BIZ3259,GlowUp Restaurant,Restaurant,Magarpatta,3.4,1098,Medium,,,06-12-2024,1826,503,0,,Yes,11
BIZ3260,BakersPoint Clothing,Bakery,Hinjewadi,2.6,1096,Medium,,,31-08-2024,179,729,0,,No,16
BIZ3261,FreshMart Clothing,Grocery,Hadapsar,3.2,1051,High,42,,22-11-2023,8469,771,0,2.3,No,21
BIZ3262,SmartBuy Grocery,Electronics,Koregaon Park,4,1322,Low,,1478,17-02-2024,8064,197,291166,,Yes,7
BIZ3263,Tandoor Trails Salon,Salon,Bibwewadi,3.4,1150,Medium,,1412,24-01-2024,8109,747,1054764,,No,5
BIZ3264,FixIt Bakery,Restaurant,Bibwewadi,4.1,527,Low,30,796,23-04-2024,6460,552,439392,4.3,No,20
BIZ3265,FixIt Clothing,Electronics,Yerwada,4.7,1203,Medium,58,1910,28-04-2023,1301,510,974100,4.7,Yes,14
BIZ3266,Tandoor Trails Auto Repair,Grocery,Wakad,2.6,1291,Low,,,01-07-2023,835,307,0,,Yes,19
BIZ3267,Durga Grocery,Restaurant,Nigdi,4.8,345,Medium,60,,07-12-2024,884,508,0,4.2,No,10
BIZ3268,SmartBuy Auto Repair,Restaurant,Deccan,2.6,849,Medium,,,16-08-2023,8408,779,0,,Yes,9
